age,monthly_income,daily_internet_hours,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,gender,city_tier,shopping_preference,Is_Online,processed_at
45,19352,9.2,4,18,14,82451,106805,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
73,15184,7.9,2,29,2,77275,81218,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
52,156456,4.9,8,19,14,22786,10084,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
22,29319,4.2,2,19,16,3176,52116,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
51,135497,4.5,3,22,2,134217,37244,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
63,166521,7.0,1,30,8,7178,10939,Male,Tier 3,Online,1,2026-03-05 14:19:15.683837
51,71333,8.6,9,31,6,118675,126288,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
30,56205,3.6,3,46,19,129192,33247,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
56,25426,4.3,2,25,11,131474,140093,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
59,22504,6.1,6,13,6,63903,3436,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
62,202650,3.7,8,5,17,88386,101726,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
65,204281,5.2,4,32,1,10303,134097,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
75,131775,8.5,1,7,15,75350,12658,Other,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
31,48368,7.4,7,3,10,86964,111929,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
28,118841,7.7,3,12,18,16095,25478,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
59,198257,4.0,5,34,5,124812,58773,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
55,243702,2.5,2,28,19,3325,115556,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
21,131744,5.1,8,24,6,31085,148548,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
70,226293,1.3,3,33,12,13469,27183,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
50,23724,6.9,9,10,5,79399,113458,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
24,151156,7.5,1,37,7,100447,1572,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
73,180882,4.4,6,28,4,30850,106302,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
58,228349,7.2,3,44,0,115835,98262,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
25,97297,7.2,4,21,19,17561,137775,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
54,140099,3.8,4,33,1,121751,15015,Other,Tier 3,Online,1,2026-03-05 14:19:15.683837
68,93872,5.2,8,45,5,87748,111683,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
27,166944,5.1,9,10,8,6662,96712,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
60,225022,7.9,5,27,8,25168,69977,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
74,85333,7.5,10,7,5,139953,120343,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
32,214915,7.1,10,23,8,111783,27800,Other,Tier 3,Online,1,2026-03-05 14:19:15.683837
55,244176,4.9,3,9,4,88006,6730,Male,Tier 2,Hybrid,0,2026-03-05 14:19:15.683837
32,17596,8.7,9,14,15,23768,112801,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
22,32167,6.4,1,44,2,115415,22038,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
46,102844,7.0,1,38,11,126481,93866,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
36,104751,9.5,3,38,11,18558,70777,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
71,144817,7.3,2,20,18,132348,78450,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
68,223403,5.8,8,35,8,37511,54619,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
27,95520,5.0,5,35,18,147512,149485,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
29,73326,2.5,10,49,18,4776,1521,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
71,92670,2.9,1,47,16,38199,46268,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
21,156854,7.7,3,19,0,98016,87637,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
48,188074,2.0,3,12,1,108127,92684,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
35,233259,8.0,2,1,17,17375,142916,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
33,39022,7.6,9,46,1,88885,71722,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
57,99458,4.3,1,26,5,78705,111157,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,160690,6.4,10,6,19,21234,133369,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
42,163317,7.2,5,40,18,75690,106021,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
40,98796,6.2,9,25,1,12257,50240,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
29,156099,8.5,3,29,17,76925,118100,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
51,160058,3.2,10,18,15,51234,37757,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
53,125704,7.0,3,39,12,8757,128790,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
54,149598,4.8,7,20,14,102595,140785,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
20,237869,2.5,1,25,1,144826,130617,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
26,59361,3.7,9,9,12,128956,138314,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
78,213230,5.0,7,35,5,132962,104030,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
70,53286,6.0,8,43,6,46987,90658,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
35,44533,4.2,2,26,18,75708,60498,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
60,247033,5.0,3,7,1,48763,90357,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
52,164388,5.2,9,25,4,47615,25113,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
79,154771,4.2,4,0,13,113020,43548,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
74,225563,4.9,5,22,14,5520,142357,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
72,142441,7.1,9,8,1,42835,148023,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
51,112079,9.3,10,30,5,137453,56398,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
58,115960,6.4,8,6,11,76938,138418,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
31,73465,6.3,5,8,7,144332,51667,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
21,162745,5.8,2,6,10,105538,78621,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
46,38395,5.2,3,27,4,89108,86180,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
58,119162,7.2,3,33,4,44503,34027,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
62,145704,8.0,7,15,19,59487,52047,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
67,169779,3.7,6,9,11,20925,140114,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
32,230821,8.1,7,23,15,39525,88070,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
45,90937,9.3,8,9,4,19969,37520,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
59,144647,4.0,5,45,17,82982,26051,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
33,135650,7.8,6,28,1,112587,32214,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
29,145744,9.3,1,24,7,43071,17098,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
69,232804,7.4,4,40,13,147629,103040,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
22,202488,5.6,6,29,2,26344,145284,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
51,106512,7.6,4,18,14,71298,122902,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
59,154830,4.4,1,30,16,131826,19390,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
18,82009,5.4,3,29,12,29919,99590,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
56,159353,4.5,3,33,14,34923,75225,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,47548,3.3,3,27,1,56387,146825,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
43,33371,6.1,4,18,16,137860,94791,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
34,239971,6.6,9,10,0,16755,67861,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
65,223665,7.3,9,27,0,47595,72713,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
76,120977,1.0,8,5,14,84221,139173,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
44,165716,6.4,3,16,6,139170,75243,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
41,239731,6.2,2,36,14,68016,62928,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
52,169946,3.8,3,26,19,77949,134774,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
63,234731,5.1,5,42,19,100026,130976,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
59,29281,7.5,7,35,6,136021,124348,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
71,214859,6.2,2,0,3,85940,32909,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
56,168361,6.0,6,15,10,128964,85236,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
43,151126,7.8,2,3,11,57891,83496,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
66,115020,10.6,1,46,12,96007,113731,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
79,122508,5.5,3,22,4,106017,129669,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
55,81846,6.5,4,31,10,15957,138483,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
40,109682,4.2,2,2,5,65559,32274,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
39,195841,10.3,3,43,4,45044,79147,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
21,44312,4.9,6,20,12,3600,62378,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
66,242589,2.4,9,23,6,120327,77889,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
76,129186,7.2,2,14,10,100867,7178,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
26,19257,2.8,7,10,14,127811,68643,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
21,161918,8.6,1,2,5,8151,106161,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
24,168555,7.2,4,18,5,51936,41595,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
40,41558,3.9,2,42,10,35308,87861,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
19,58188,7.3,4,7,15,35716,86008,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
66,159084,5.3,2,33,12,110798,42615,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
41,48236,6.9,3,33,2,38363,20048,Female,Tier 3,Online,1,2026-03-05 14:19:15.683837
57,60076,3.4,8,43,17,88711,6992,Female,Tier 3,Online,1,2026-03-05 14:19:15.683837
72,63402,3.3,4,39,18,6305,80627,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
79,109467,6.6,6,37,15,78347,79825,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
48,178148,9.8,9,25,2,37789,110699,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
64,95337,4.7,8,2,18,125896,136034,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
48,130827,4.6,2,31,13,136900,126127,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
64,221236,5.3,2,42,17,44506,8575,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
57,89264,3.4,3,47,12,103186,100027,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
65,32335,7.1,2,42,11,53633,126307,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
68,58773,7.8,3,9,2,146840,146478,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
60,198230,7.0,2,9,4,6656,72546,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
51,43570,5.7,6,48,0,20936,81718,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
72,102995,4.0,9,10,12,14457,58267,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
41,55658,10.1,8,13,14,59970,35594,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
66,205256,4.3,6,30,5,109313,87683,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
77,135640,4.2,4,8,9,35068,17637,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
43,87613,2.4,10,47,13,8006,62925,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
33,73194,3.2,5,5,15,105270,68555,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
74,213579,6.7,4,48,14,56339,117441,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
64,126872,5.1,5,34,3,56153,23813,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
30,180031,4.3,2,33,0,34400,79663,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
32,199144,4.4,8,42,4,124853,86953,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
44,191660,5.0,1,17,16,78679,130674,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
21,186605,4.7,9,22,2,64876,71350,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
33,123558,8.8,1,29,9,94022,135022,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
47,83582,5.3,5,2,13,130466,109723,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
61,207815,6.3,9,14,8,39659,88445,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
47,190590,6.1,1,36,15,25080,65322,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,158775,6.2,1,42,17,146744,93011,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
20,64456,5.3,3,2,10,125438,83516,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
39,70491,5.1,8,14,4,64014,122416,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
66,23043,7.3,3,2,12,31482,107822,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
39,118212,6.4,2,28,11,114340,148705,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
67,83340,4.5,6,30,9,142877,4149,Male,Tier 2,Online,1,2026-03-05 14:19:15.683837
74,156248,1.0,10,6,10,127114,117042,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
67,150008,4.8,5,6,15,133640,35872,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
72,46174,3.3,9,10,5,26058,102509,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
77,97632,4.2,3,47,2,98288,41236,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
66,103768,3.4,4,27,2,94992,98003,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
29,140775,8.3,10,35,19,83606,74731,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
72,123177,8.3,8,42,17,96534,121804,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
38,40909,7.5,2,45,10,119832,107467,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
73,59158,5.3,5,39,1,61346,114808,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
21,154438,4.7,9,24,2,112468,12944,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
48,231197,3.0,9,16,12,108665,89370,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
61,200409,7.8,10,49,12,58429,129267,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
48,139296,7.7,9,37,7,62783,92259,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
75,74331,7.0,1,20,4,97975,144771,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
40,208269,3.8,1,19,4,97292,103027,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
71,218114,5.3,1,9,17,96698,3273,Female,Tier 2,Hybrid,0,2026-03-05 14:19:15.683837
70,196996,5.8,8,5,10,78535,135196,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
37,174914,2.5,4,11,15,52010,93948,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
32,163530,8.9,9,16,16,115231,11285,Other,Tier 3,Online,1,2026-03-05 14:19:15.683837
40,102367,3.3,6,44,3,78218,146244,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
45,80382,4.4,3,32,7,104750,60314,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
33,89319,2.5,8,35,8,130107,137800,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
54,26170,5.6,1,47,14,45603,80789,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
38,134952,5.5,2,18,5,91862,74530,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
32,95145,8.0,8,4,3,76201,3399,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
34,120626,4.1,1,44,14,98317,64742,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
67,191014,3.8,5,41,6,145726,69686,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
54,234643,6.2,3,28,10,98373,104765,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
30,31208,1.8,2,36,0,101838,146323,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
36,181250,8.7,4,47,16,61496,128671,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
47,225244,3.4,2,29,16,47494,64690,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
62,155111,9.6,5,0,17,89663,26556,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
35,29990,4.4,8,11,3,59915,130538,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
31,152513,3.1,4,14,13,76099,63607,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
79,220293,7.2,7,4,10,114067,61237,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,144327,7.1,5,37,16,113926,55156,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
53,94314,7.1,9,10,9,93593,17269,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
37,192031,6.2,2,19,18,118187,144937,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
69,41862,10.5,2,28,15,14280,11601,Other,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
36,173345,3.3,1,13,18,38180,49463,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
62,108949,8.7,4,25,19,73839,63751,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
61,188572,2.8,8,33,13,69881,82008,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
24,145223,9.3,5,9,14,7910,13756,Female,Tier 1,Online,1,2026-03-05 14:19:15.683837
74,18956,6.7,5,26,10,17937,66482,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
61,218161,9.1,4,43,18,81253,112714,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
70,103789,7.8,7,40,7,5930,106963,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
21,104451,1.7,10,40,4,98814,73992,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
76,132782,5.3,8,24,11,120844,84180,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
51,17365,3.5,9,9,13,76694,72108,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
19,87204,9.0,6,38,15,37222,134222,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
22,151072,7.6,9,31,7,124348,50950,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
72,72072,6.3,1,33,11,50764,117947,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
27,67499,5.2,3,22,15,147808,88480,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,84211,6.8,1,32,6,83067,12632,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
59,158979,4.1,5,31,7,105933,140179,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
58,163408,6.6,8,21,17,118345,138103,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
30,100220,5.8,6,21,5,15986,62682,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
56,108847,4.4,10,22,5,79491,104630,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
22,198403,7.4,5,18,13,72865,61045,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
75,226744,9.8,1,22,13,8829,42881,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
27,124459,3.1,1,21,6,16309,129504,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
27,92755,7.9,5,29,3,1358,139756,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
55,83783,4.4,5,18,18,41148,24544,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
44,216023,7.2,8,21,18,127916,117604,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
77,198581,4.8,2,0,10,137469,136543,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
68,142851,5.4,7,33,14,138677,88687,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
38,21472,5.6,5,25,15,125188,46117,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
25,168452,8.7,2,3,2,50878,144247,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
18,118152,5.8,5,47,0,107998,131265,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
45,173352,5.3,9,44,6,69721,97795,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
66,167931,5.8,5,11,7,108819,147070,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
56,245413,9.8,5,27,10,85944,122962,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
31,194474,7.1,2,36,4,126597,108971,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
38,154334,4.8,9,2,9,100385,31703,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
47,157138,9.0,2,27,19,136821,135961,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
38,161626,6.4,5,28,15,122988,49231,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
66,22008,4.3,2,19,0,12520,105044,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
26,102851,6.8,2,1,9,27112,138450,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
34,95799,5.7,6,36,19,6187,134499,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
22,31238,1.0,10,0,3,133104,105001,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
75,228097,6.7,3,45,19,76088,95833,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
74,32153,3.8,10,46,14,109150,66504,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
79,74353,3.5,9,35,5,61006,114654,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
48,67092,2.1,6,43,14,57486,74636,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
69,189224,6.3,10,41,14,129612,5000,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
78,64104,5.7,10,17,16,135423,99626,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
57,170355,7.9,2,8,19,142834,7733,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
55,192501,4.4,1,36,16,122359,102232,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
60,223295,5.0,2,24,16,5287,102969,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
36,234606,10.0,10,40,11,4330,143425,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,201029,2.1,6,18,10,131093,126303,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
67,43887,8.4,2,24,15,83749,81756,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
50,192244,4.4,7,48,12,24983,47337,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
30,19355,12.0,7,14,16,75176,71308,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
31,48701,7.4,1,45,8,128531,21085,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
73,187606,4.7,6,49,0,15207,19648,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
50,86442,3.2,5,25,17,72745,105103,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
79,207346,6.8,8,45,2,17247,133294,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
46,224180,2.2,8,19,10,11744,41783,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
60,27279,7.4,9,2,10,17838,113625,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
66,189563,3.2,2,24,14,124351,77901,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,135738,4.1,1,20,2,148857,134944,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
75,222219,1.0,10,33,6,99438,131252,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
61,154333,6.3,6,37,0,107651,112400,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
27,150546,6.6,2,23,15,83808,70799,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
48,106414,6.1,5,40,9,122026,120742,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
23,43390,2.6,1,24,14,140143,146400,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
74,172997,8.9,1,0,4,53815,16852,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
18,97174,5.7,5,28,1,73795,39352,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
24,205123,5.0,6,31,4,65802,66049,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
75,235079,7.6,7,46,10,46944,88124,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
44,19787,5.1,4,0,4,129608,73143,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
38,219470,6.9,4,34,0,3374,69301,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
45,204249,4.4,5,15,9,78851,135400,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
33,58724,7.6,6,31,1,129288,140097,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
73,25663,7.6,8,46,18,40150,105206,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
63,162192,5.1,9,14,10,107802,62650,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
40,168812,6.3,7,4,17,140776,107778,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
69,248118,6.0,10,9,2,149016,49831,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
37,148107,5.7,3,21,9,32428,42423,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
55,115271,3.6,6,42,6,145160,60515,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
71,203515,3.9,9,7,0,136931,22958,Other,Tier 3,Hybrid,0,2026-03-05 14:19:15.683837
42,82388,5.2,6,14,9,54868,2308,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
45,67335,6.1,10,19,4,71589,70047,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
22,58315,4.2,8,24,0,68690,145907,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
73,210237,6.0,8,11,16,12906,147495,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
38,119922,1.4,4,25,13,107641,128564,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
35,61627,6.0,7,3,3,98339,57062,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
64,154375,6.2,7,25,15,64334,82296,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
